date,temp_max,precipitation,weather,wind,temp_min
2011-10-11,91.0,83.0,xbox-360,8.0,91.0
2011-09-20,91.0,81.0,xbox-360,10.0,91.0
2002-06-16,91.0,82.0,pc,9.0,91.0
2002-09-30,91.0,86.0,pc,5.0,91.0
2019-10-15,91.0,84.0,pc,7.0,91.0
2009-11-03,91.0,88.0,pc,3.0,91.0
2017-12-28,91.0,83.0,switch,8.0,91.0
2019-02-26,91.0,87.0,playstation-4,4.0,91.0
2003-10-29,91.0,84.0,pc,7.0,91.0
2017-03-03,91.0,82.0,switch,9.0,91.0
2013-11-15,91.0,73.0,playstation-4,18.0,91.0
2020-03-20,90.0,55.0,switch,35.0,90.0
2001-09-24,90.0,88.0,playstation-2,2.0,90.0
2014-08-19,90.0,79.0,playstation-4,11.0,90.0
2010-12-07,90.0,58.0,pc,32.0,90.0
2012-04-18,90.0,80.0,xbox-360,10.0,90.0
2003-04-28,90.0,87.0,playstation-2,3.0,90.0
2009-02-17,90.0,80.0,xbox-360,10.0,90.0
2003-11-11,90.0,89.0,playstation-2,1.0,90.0
2001-03-26,90.0,77.0,pc,13.0,90.0
2007-10-10,90.0,92.0,pc,2.0,90.0
2019-07-23,90.0,66.0,pc,24.0,90.0
2001-07-23,90.0,84.0,playstation-2,6.0,90.0
2001-12-03,90.0,88.0,playstation-2,2.0,90.0
2016-04-18,90.0,55.0,pc,35.0,90.0
2000-06-23,90.0,92.0,pc,2.0,90.0
2008-12-08,90.0,77.0,playstation-2,13.0,90.0
2008-10-22,90.0,86.0,xbox-360,4.0,90.0
2007-10-10,90.0,92.0,pc,2.0,90.0
2018-06-12,90.0,90.0,switch,0.0,90.0
2004-12-08,90.0,86.0,pc,4.0,90.0
2001-10-30,90.0,84.0,pc,6.0,90.0
2005-03-15,90.0,78.0,pc,12.0,90.0
2011-01-25,90.0,86.0,xbox-360,4.0,90.0
2008-07-30,90.0,83.0,xbox-360,7.0,90.0
2010-09-21,90.0,80.0,pc,10.0,90.0
2005-06-28,90.0,77.0,pc,13.0,90.0
2001-10-19,90.0,73.0,pc,17.0,90.0
2011-08-23,90.0,85.0,pc,5.0,90.0
2003-07-01,88.0,92.0,pc,4.0,88.0
1998-03-31,88.0,91.0,pc,3.0,88.0
2009-07-15,88.0,84.0,xbox-360,4.0,88.0
2013-10-16,88.0,61.0,xbox-360,27.0,88.0
2005-11-16,88.0,79.0,xbox-360,9.0,88.0
2018-03-27,88.0,77.0,playstation-4,11.0,88.0
2016-11-10,88.0,80.0,playstation-4,8.0,88.0
2015-10-27,88.0,80.0,playstation-4,8.0,88.0
1998-11-30,88.0,88.0,pc,0.0,88.0
2001-05-21,88.0,79.0,playstation-2,9.0,88.0
2010-10-27,88.0,82.0,xbox-360,6.0,88.0
2010-09-07,88.0,77.0,xbox-360,11.0,88.0
2021-10-08,88.0,88.0,switch,0.0,88.0
2020-07-14,88.0,79.0,pc,9.0,88.0
2001-11-19,88.0,87.0,pc,1.0,88.0
2012-08-20,88.0,50.0,pc,38.0,88.0
2019-11-12,88.0,77.0,pc,11.0,88.0
1998-09-30,88.0,84.0,pc,4.0,88.0
2014-03-11,88.0,58.0,pc,30.0,88.0
2019-06-28,88.0,85.0,switch,3.0,88.0
2006-11-13,88.0,90.0,pc,2.0,88.0
2013-10-17,88.0,80.0,pc,8.0,88.0
2004-09-14,88.0,90.0,playstation-2,2.0,88.0
2019-05-21,88.0,69.0,playstation-4,19.0,88.0
2004-10-07,88.0,89.0,pc,1.0,88.0
2013-08-08,88.0,75.0,pc,13.0,88.0
2005-09-20,86.0,88.0,playstation-2,2.0,86.0
2007-10-23,86.0,73.0,pc,13.0,86.0
2011-10-25,86.0,81.0,xbox-360,5.0,86.0
2003-03-02,86.0,80.0,pc,6.0,86.0
2002-09-23,86.0,85.0,playstation-2,1.0,86.0
2011-05-23,86.0,70.0,pc,16.0,86.0
2019-02-19,86.0,78.0,pc,8.0,86.0
2002-06-12,86.0,85.0,pc,1.0,86.0
2002-09-30,86.0,78.0,pc,8.0,86.0
2004-09-21,86.0,88.0,playstation-2,2.0,86.0
2000-03-24,86.0,85.0,pc,1.0,86.0
2016-01-04,86.0,74.0,pc,12.0,86.0
2000-10-24,86.0,63.0,pc,23.0,86.0
1995-04-30,86.0,86.0,pc,0.0,86.0
2007-04-24,86.0,80.0,pc,6.0,86.0
2004-09-20,86.0,87.0,pc,1.0,86.0
2012-05-15,86.0,79.0,xbox-360,7.0,86.0
2019-03-26,86.0,76.0,playstation-4,10.0,86.0
2007-09-14,86.0,84.0,xbox-360,2.0,86.0
2008-09-16,86.0,79.0,pc,7.0,86.0
2011-09-13,86.0,71.0,xbox-360,15.0,86.0
2008-10-20,86.0,82.0,pc,4.0,86.0
2021-09-08,86.0,73.0,pc,13.0,86.0
2018-02-01,86.0,72.0,switch,14.0,86.0
2020-05-21,86.0,83.0,pc,3.0,86.0
2006-11-21,86.0,75.0,xbox-360,11.0,86.0
2001-10-10,86.0,89.0,pc,3.0,86.0
2007-03-13,86.0,87.0,pc,1.0,86.0
2001-02-02,86.0,76.0,pc,10.0,86.0
2012-10-16,86.0,79.0,xbox-360,7.0,86.0
2019-10-31,86.0,85.0,switch,1.0,86.0
2005-06-21,86.0,86.0,playstation-2,0.0,86.0
2018-09-04,86.0,86.0,playstation-4,0.0,86.0
2015-09-15,86.0,62.0,playstation-4,24.0,86.0
2015-06-02,86.0,63.0,pc,23.0,86.0
2017-03-17,85.0,83.0,switch,2.0,85.0
2018-03-06,85.0,80.0,playstation-4,5.0,85.0
2015-02-17,85.0,72.0,playstation-4,13.0,85.0
2007-08-28,85.0,88.0,pc,3.0,85.0
2003-10-27,85.0,89.0,playstation-2,4.0,85.0
2007-03-06,85.0,79.0,pc,6.0,85.0
2001-09-24,85.0,77.0,pc,8.0,85.0
2002-03-11,85.0,80.0,playstation-2,5.0,85.0
2009-10-16,85.0,87.0,pc,2.0,85.0
2008-03-13,85.0,71.0,pc,14.0,85.0
2020-03-13,85.0,79.0,playstation-4,6.0,85.0
2004-02-10,85.0,82.0,playstation-2,3.0,85.0
2011-05-26,85.0,75.0,pc,10.0,85.0
2003-03-03,85.0,89.0,pc,4.0,85.0
2015-07-23,85.0,61.0,pc,24.0,85.0
2019-10-15,85.0,85.0,switch,0.0,85.0
2020-02-18,85.0,79.0,playstation-4,6.0,85.0
2011-10-05,85.0,75.0,xbox-360,10.0,85.0
2017-03-01,85.0,76.0,pc,9.0,85.0
2017-05-04,85.0,70.0,pc,15.0,85.0
2008-02-15,85.0,87.0,pc,2.0,85.0
2006-08-08,85.0,77.0,xbox-360,8.0,85.0
2019-06-20,85.0,74.0,pc,11.0,85.0
2017-03-28,85.0,69.0,playstation-4,16.0,85.0
2018-03-26,85.0,75.0,pc,10.0,85.0
2020-10-30,85.0,84.0,switch,1.0,85.0
2014-09-30,85.0,43.0,xbox-360,42.0,85.0
2002-10-28,85.0,87.0,playstation-2,2.0,85.0
2014-12-16,85.0,72.0,playstation-4,13.0,85.0
2019-10-01,84.0,78.0,switch,6.0,84.0
2002-02-11,84.0,89.0,playstation-2,5.0,84.0
2003-06-03,85.0,83.0,pc,2.0,85.0
2014-12-08,84.0,61.0,pc,23.0,84.0
2016-11-01,84.0,77.0,playstation-4,7.0,84.0
2020-05-21,84.0,83.0,switch,1.0,84.0
2006-03-27,84.0,89.0,pc,5.0,84.0
2011-10-25,84.0,75.0,xbox-360,9.0,84.0
2000-10-21,84.0,89.0,pc,5.0,84.0
2000-06-13,84.0,84.0,pc,0.0,84.0
2002-03-28,84.0,76.0,pc,8.0,84.0
2018-07-24,84.0,86.0,switch,2.0,84.0
2017-09-12,84.0,84.0,switch,0.0,84.0
2021-10-19,84.0,87.0,pc,3.0,84.0
2011-10-20,84.0,79.0,pc,5.0,84.0
2006-04-28,84.0,84.0,pc,0.0,84.0
2014-10-14,84.0,60.0,playstation-4,24.0,84.0
2006-09-12,84.0,87.0,playstation-2,3.0,84.0
2011-11-15,84.0,73.0,pc,11.0,84.0
2015-09-29,84.0,74.0,pc,10.0,84.0
2008-09-07,84.0,57.0,pc,27.0,84.0
2018-12-11,84.0,72.0,switch,12.0,84.0
2019-08-12,84.0,62.0,pc,22.0,84.0
2009-07-02,84.0,74.0,pc,10.0,84.0
2020-08-07,84.0,65.0,pc,19.0,84.0
2015-08-24,84.0,41.0,pc,43.0,84.0
2021-06-15,84.0,84.0,switch,0.0,84.0
2018-01-23,84.0,70.0,pc,14.0,84.0
2021-06-08,84.0,80.0,playstation-4,4.0,84.0
2005-03-01,84.0,91.0,playstation-2,7.0,84.0
2002-01-22,84.0,87.0,pc,3.0,84.0
2019-11-18,84.0,60.0,pc,24.0,84.0
2014-05-29,84.0,84.0,pc,0.0,84.0
2017-05-09,84.0,72.0,playstation-4,12.0,84.0
2018-04-24,84.0,84.0,pc,0.0,84.0
2008-09-16,84.0,79.0,pc,5.0,84.0
2017-08-22,84.0,80.0,playstation-4,4.0,84.0
2021-06-01,84.0,77.0,pc,7.0,84.0
2016-04-26,84.0,61.0,playstation-4,23.0,84.0
2003-01-12,84.0,87.0,pc,3.0,84.0
2003-09-30,84.0,88.0,pc,4.0,84.0
2001-05-31,84.0,76.0,pc,8.0,84.0
2020-02-21,84.0,74.0,pc,10.0,84.0
2018-09-27,84.0,31.0,pc,53.0,84.0
2017-11-10,84.0,81.0,switch,3.0,84.0
2017-01-10,84.0,77.0,playstation-4,7.0,84.0
2017-01-10,84.0,75.0,playstation-4,9.0,84.0
2012-09-14,84.0,89.0,pc,5.0,84.0
2006-05-09,84.0,84.0,pc,0.0,84.0
2012-09-14,84.0,84.0,pc,0.0,84.0
2004-10-25,84.0,89.0,playstation-2,5.0,84.0
2018-08-21,84.0,75.0,pc,9.0,84.0
2006-09-29,84.0,83.0,pc,1.0,84.0
2019-03-15,84.0,46.0,pc,38.0,84.0
2002-11-11,84.0,88.0,playstation-2,4.0,84.0
2011-12-13,84.0,84.0,xbox-360,0.0,84.0
2013-11-15,84.0,77.0,playstation-4,7.0,84.0
2011-11-15,84.0,77.0,xbox-360,7.0,84.0
2003-08-26,84.0,83.0,pc,1.0,84.0
2017-03-17,84.0,86.0,pc,2.0,84.0
2020-11-12,84.0,76.0,playstation-4,8.0,84.0
2021-04-15,84.0,79.0,pc,5.0,84.0
2018-03-13,84.0,81.0,switch,3.0,84.0
2010-08-10,84.0,58.0,xbox-360,26.0,84.0
2019-11-14,84.0,88.0,pc,4.0,84.0
2017-11-07,84.0,70.0,pc,14.0,84.0
2020-01-23,84.0,79.0,switch,5.0,84.0
2006-03-02,84.0,78.0,pc,6.0,84.0
2004-03-14,84.0,75.0,pc,9.0,84.0
2003-05-07,84.0,83.0,pc,1.0,84.0
2006-10-26,84.0,85.0,pc,1.0,84.0
2019-03-13,84.0,80.0,switch,4.0,84.0
2016-12-03,84.0,58.0,playstation-4,26.0,84.0
2006-08-29,84.0,70.0,playstation-2,14.0,84.0
2011-09-28,84.0,83.0,pc,1.0,84.0
2006-09-26,84.0,89.0,playstation-2,5.0,84.0
2022-12-16,84.0,73.0,pc,11.0,84.0
2017-09-21,84.0,72.0,pc,12.0,84.0
2011-06-14,84.0,79.0,xbox-360,5.0,84.0
2014-04-24,83.0,77.0,pc,6.0,83.0
2011-03-29,84.0,61.0,pc,23.0,84.0
2006-07-24,84.0,81.0,pc,3.0,84.0
2009-06-02,83.0,76.0,pc,7.0,83.0
2019-04-15,83.0,81.0,pc,2.0,83.0
2009-12-01,83.0,70.0,pc,13.0,83.0
2016-11-04,83.0,71.0,playstation-4,12.0,83.0
2018-04-30,83.0,73.0,pc,10.0,83.0
2005-01-04,83.0,83.0,pc,0.0,83.0
2020-11-12,83.0,83.0,playstation-4,0.0,83.0
2019-10-18,83.0,86.0,switch,3.0,83.0
2020-03-13,83.0,65.0,playstation-4,18.0,83.0
2015-05-26,83.0,49.0,playstation-4,34.0,83.0
2018-11-08,83.0,74.0,pc,9.0,83.0
2019-05-01,83.0,80.0,switch,3.0,83.0
1997-10-31,83.0,88.0,pc,5.0,83.0
2021-09-28,83.0,86.0,pc,3.0,83.0
2011-10-12,83.0,81.0,xbox-360,2.0,83.0
2002-08-26,83.0,83.0,pc,0.0,83.0
1997-09-30,83.0,87.0,pc,4.0,83.0
2006-11-13,83.0,86.0,pc,3.0,83.0
2017-07-21,83.0,84.0,switch,1.0,83.0
2020-11-10,83.0,76.0,pc,7.0,83.0
2007-02-20,83.0,79.0,xbox-360,4.0,83.0
2004-11-08,83.0,73.0,pc,10.0,83.0
2006-02-28,83.0,86.0,playstation-2,3.0,83.0
2018-04-17,83.0,84.0,playstation-4,1.0,83.0
2013-09-12,83.0,77.0,pc,6.0,83.0
2020-02-06,83.0,83.0,switch,0.0,83.0
2003-02-11,83.0,72.0,pc,11.0,83.0
2003-02-26,83.0,84.0,playstation-2,1.0,83.0
2003-03-19,83.0,87.0,pc,4.0,83.0
2000-10-13,83.0,70.0,pc,13.0,83.0
2012-07-30,83.0,79.0,pc,4.0,83.0
2021-04-09,83.0,70.0,pc,13.0,83.0
2014-08-05,83.0,76.0,playstation-4,7.0,83.0
2006-07-11,83.0,78.0,pc,5.0,83.0
2010-05-11,83.0,76.0,pc,7.0,83.0
2019-02-14,83.0,78.0,switch,5.0,83.0
2013-04-16,83.0,62.0,pc,21.0,83.0
2014-04-08,83.0,61.0,xbox-360,22.0,83.0
2013-04-24,83.0,77.0,pc,6.0,83.0
2007-06-06,83.0,85.0,xbox-360,2.0,83.0
2007-01-30,83.0,79.0,playstation-2,4.0,83.0
2019-08-14,83.0,82.0,playstation-4,1.0,83.0
2021-01-14,83.0,54.0,pc,29.0,83.0
2021-02-11,83.0,84.0,switch,1.0,83.0
2015-12-07,83.0,70.0,pc,13.0,83.0
2008-11-18,83.0,76.0,pc,7.0,83.0
2013-09-08,83.0,77.0,pc,6.0,83.0
2000-11-24,83.0,73.0,playstation-2,10.0,83.0
2000-09-17,83.0,77.0,pc,6.0,83.0
2017-03-14,83.0,84.0,playstation-4,1.0,83.0
2007-10-09,83.0,88.0,pc,5.0,83.0
2017-12-01,83.0,87.0,switch,4.0,83.0
2020-11-23,83.0,40.0,pc,43.0,83.0
2010-04-27,83.0,83.0,xbox-360,0.0,83.0
2017-11-07,83.0,79.0,playstation-4,4.0,83.0
2007-11-13,83.0,76.0,pc,7.0,83.0
2011-07-13,83.0,69.0,xbox-360,14.0,83.0
2019-06-11,83.0,82.0,switch,1.0,83.0
2004-12-07,83.0,70.0,pc,13.0,83.0
2017-05-03,83.0,82.0,pc,1.0,83.0
2008-06-17,83.0,77.0,pc,6.0,83.0
2019-03-12,83.0,67.0,pc,16.0,83.0
2018-10-03,83.0,84.0,switch,1.0,83.0
2004-10-12,83.0,78.0,pc,5.0,83.0
2020-02-20,83.0,80.0,switch,3.0,83.0
2015-06-23,83.0,74.0,playstation-4,9.0,83.0
2008-09-01,83.0,78.0,pc,5.0,83.0
2011-11-08,83.0,80.0,pc,3.0,83.0
2021-05-06,83.0,82.0,pc,1.0,83.0
2019-10-11,83.0,83.0,switch,0.0,83.0
2002-06-17,83.0,85.0,playstation-2,2.0,83.0
2008-06-23,83.0,77.0,xbox-360,6.0,83.0
2012-08-15,83.0,80.0,xbox-360,3.0,83.0
2012-04-16,83.0,65.0,pc,18.0,83.0
2001-08-22,83.0,81.0,pc,2.0,83.0
2017-05-23,83.0,77.0,pc,6.0,83.0
2008-09-22,83.0,71.0,pc,12.0,83.0
2018-12-27,83.0,85.0,switch,2.0,83.0
2020-05-15,83.0,81.0,pc,2.0,83.0
2011-12-14,82.0,77.0,xbox-360,5.0,82.0
2016-06-06,83.0,75.0,pc,8.0,83.0
2007-01-23,83.0,84.0,pc,1.0,83.0
2013-01-31,82.0,83.0,pc,1.0,82.0
2021-10-28,82.0,75.0,pc,7.0,82.0
2006-10-31,82.0,66.0,pc,16.0,82.0
2021-08-10,82.0,82.0,switch,0.0,82.0
2012-04-04,82.0,68.0,xbox-360,14.0,82.0
2004-09-14,82.0,88.0,playstation-2,6.0,82.0
2005-09-27,82.0,84.0,pc,2.0,82.0
2015-04-02,82.0,58.0,pc,24.0,82.0
2016-12-13,82.0,76.0,playstation-4,6.0,82.0
2019-06-27,82.0,84.0,switch,2.0,82.0
2015-08-12,82.0,79.0,pc,3.0,82.0
2009-09-29,82.0,77.0,pc,5.0,82.0
2007-10-09,82.0,85.0,pc,3.0,82.0
2012-06-12,82.0,79.0,pc,3.0,82.0
2002-08-27,82.0,80.0,playstation-2,2.0,82.0
2003-07-25,82.0,86.0,pc,4.0,82.0
2002-11-09,82.0,87.0,playstation-2,5.0,82.0
2002-03-27,82.0,67.0,pc,15.0,82.0
2001-03-12,82.0,81.0,playstation-2,1.0,82.0
2002-03-11,82.0,78.0,pc,4.0,82.0
2015-07-23,82.0,79.0,pc,3.0,82.0
2009-01-23,82.0,30.0,pc,52.0,82.0
2020-10-28,82.0,87.0,switch,5.0,82.0
2017-04-06,82.0,78.0,pc,4.0,82.0
2007-12-07,82.0,82.0,pc,0.0,82.0
2003-11-17,82.0,83.0,pc,1.0,82.0
2003-06-30,82.0,83.0,playstation-2,1.0,82.0
2005-05-06,82.0,77.0,pc,5.0,82.0
2015-08-04,82.0,71.0,playstation-4,11.0,82.0
2012-12-04,82.0,82.0,xbox-360,0.0,82.0
2020-09-18,82.0,64.0,switch,18.0,82.0
2021-08-03,82.0,82.0,pc,0.0,82.0
2021-06-29,82.0,70.0,switch,12.0,82.0
2014-05-06,82.0,63.0,playstation-4,19.0,82.0
2020-10-15,82.0,87.0,pc,5.0,82.0
2019-03-01,82.0,80.0,switch,2.0,82.0
2014-04-24,82.0,80.0,pc,2.0,82.0
2005-10-11,82.0,88.0,playstation-2,6.0,82.0
2019-11-08,82.0,73.0,playstation-4,9.0,82.0
2007-03-20,82.0,85.0,pc,3.0,82.0
2016-04-19,82.0,69.0,playstation-4,13.0,82.0
2014-05-11,82.0,71.0,pc,11.0,82.0
2016-07-12,82.0,76.0,pc,6.0,82.0
2019-05-29,82.0,84.0,switch,2.0,82.0
2008-08-27,82.0,88.0,xbox-360,6.0,82.0
2017-06-08,82.0,83.0,switch,1.0,82.0
2020-06-05,82.0,33.0,pc,49.0,82.0
2021-01-25,82.0,82.0,switch,0.0,82.0
2002-06-17,82.0,74.0,pc,8.0,82.0
2001-03-14,82.0,77.0,pc,5.0,82.0
2004-11-09,82.0,86.0,pc,4.0,82.0
2005-10-05,82.0,66.0,pc,16.0,82.0
2012-04-11,82.0,81.0,pc,1.0,82.0
2007-06-13,82.0,71.0,xbox-360,11.0,82.0
2006-09-29,82.0,77.0,pc,5.0,82.0
2020-05-29,82.0,84.0,switch,2.0,82.0
2010-10-17,82.0,76.0,pc,6.0,82.0
2021-09-09,82.0,82.0,switch,0.0,82.0
2012-02-14,82.0,87.0,pc,5.0,82.0
2021-05-27,82.0,75.0,pc,7.0,82.0
2001-11-07,82.0,85.0,pc,3.0,82.0
2002-11-18,82.0,83.0,pc,1.0,82.0
2000-07-09,82.0,77.0,pc,5.0,82.0
2005-10-11,82.0,37.0,playstation-2,45.0,82.0
2020-09-04,82.0,77.0,pc,5.0,82.0
2011-11-15,82.0,82.0,xbox-360,0.0,82.0
2007-11-08,82.0,82.0,pc,0.0,82.0
2005-03-15,82.0,75.0,playstation-2,7.0,82.0
2005-02-28,82.0,74.0,playstation-2,8.0,82.0
2015-05-21,82.0,77.0,pc,5.0,82.0
2016-12-06,82.0,79.0,playstation-4,3.0,82.0
2004-10-12,82.0,62.0,playstation-2,20.0,82.0
2020-04-23,82.0,76.0,pc,6.0,82.0
2018-06-13,82.0,84.0,switch,2.0,82.0
2012-09-25,82.0,58.0,pc,24.0,82.0
2010-09-10,82.0,86.0,pc,4.0,82.0
2007-05-08,82.0,74.0,xbox-360,8.0,82.0
2007-10-23,82.0,72.0,pc,10.0,82.0
1997-05-31,82.0,88.0,pc,6.0,82.0
2016-05-03,82.0,77.0,pc,5.0,82.0
2002-09-02,82.0,71.0,pc,11.0,82.0
2002-09-16,82.0,68.0,pc,14.0,82.0
2000-11-14,82.0,71.0,pc,11.0,82.0
2007-09-12,82.0,78.0,xbox-360,4.0,82.0
2000-08-27,82.0,73.0,pc,9.0,82.0
2018-03-27,82.0,62.0,playstation-4,20.0,82.0
2009-04-13,82.0,86.0,pc,4.0,82.0
2009-11-19,82.0,85.0,pc,3.0,82.0
2021-07-09,82.0,77.0,pc,5.0,82.0
2009-03-03,82.0,75.0,xbox-360,7.0,82.0
2020-06-05,82.0,76.0,switch,6.0,82.0
2014-09-18,82.0,85.0,pc,3.0,82.0
2004-06-15,82.0,85.0,pc,3.0,82.0
2021-06-03,82.0,49.0,switch,33.0,82.0
2006-04-20,82.0,73.0,pc,9.0,82.0
2002-08-21,82.0,77.0,pc,5.0,82.0
2001-02-05,82.0,84.0,playstation-2,2.0,82.0
2000-12-04,82.0,73.0,pc,9.0,82.0
2000-12-13,82.0,73.0,pc,9.0,82.0
2013-05-30,82.0,84.0,pc,2.0,82.0
2018-07-13,82.0,79.0,switch,3.0,82.0
2014-08-27,82.0,77.0,pc,5.0,82.0
2021-03-04,82.0,82.0,pc,0.0,82.0
2012-04-19,82.0,83.0,pc,1.0,82.0
2006-11-20,82.0,82.0,xbox-360,0.0,82.0
2021-03-04,82.0,85.0,switch,3.0,82.0
2017-06-19,82.0,66.0,pc,16.0,82.0
2011-07-26,82.0,81.0,xbox-360,1.0,82.0
2019-12-03,82.0,63.0,playstation-4,19.0,82.0
2006-12-20,82.0,80.0,pc,2.0,82.0
2014-06-03,82.0,72.0,playstation-4,10.0,82.0
2004-12-06,82.0,86.0,pc,4.0,82.0
2021-07-01,82.0,88.0,pc,6.0,82.0
2020-05-12,82.0,66.0,playstation-4,16.0,82.0
2017-11-17,82.0,77.0,switch,5.0,82.0
2017-08-31,82.0,79.0,switch,3.0,82.0
2014-01-28,82.0,77.0,pc,5.0,82.0
2014-06-03,82.0,75.0,pc,7.0,82.0
2013-07-03,81.0,87.0,pc,6.0,81.0
2002-03-25,81.0,88.0,playstation-2,7.0,81.0
2021-06-03,81.0,85.0,switch,4.0,81.0
2008-06-03,81.0,80.0,xbox-360,1.0,81.0
2019-10-15,81.0,63.0,playstation-4,18.0,81.0
2014-02-27,81.0,83.0,pc,2.0,81.0
2006-03-29,81.0,62.0,pc,19.0,81.0
2004-04-13,81.0,77.0,pc,4.0,81.0
2015-09-17,81.0,60.0,pc,21.0,81.0
2012-12-17,81.0,68.0,xbox-360,13.0,81.0
2012-02-22,81.0,81.0,pc,0.0,81.0
2016-10-20,81.0,72.0,pc,9.0,81.0
2019-04-25,81.0,77.0,switch,4.0,81.0
2015-11-06,81.0,50.0,playstation-4,31.0,81.0
2016-10-04,81.0,75.0,pc,6.0,81.0
2018-12-06,81.0,76.0,pc,5.0,81.0
2019-07-25,81.0,79.0,switch,2.0,81.0
2019-09-24,81.0,70.0,playstation-4,11.0,81.0
2017-07-10,81.0,70.0,pc,11.0,81.0
2017-12-07,81.0,85.0,switch,4.0,81.0
2016-09-02,81.0,79.0,pc,2.0,81.0
2019-05-28,81.0,74.0,pc,7.0,81.0
2015-07-14,81.0,82.0,playstation-4,1.0,81.0
2010-08-30,81.0,77.0,pc,4.0,81.0
2007-10-23,81.0,83.0,pc,2.0,81.0
2005-03-08,81.0,86.0,playstation-2,5.0,81.0
2019-04-26,81.0,79.0,switch,2.0,81.0
2004-09-30,81.0,86.0,pc,5.0,81.0
2020-09-08,81.0,77.0,switch,4.0,81.0
2022-03-16,81.0,79.0,pc,2.0,81.0
